场景名称,节点名称,标准问题
城乡居民基本养老保险参保登记,城乡居民基本养老保险的申请材料,城乡居民基本养老保险的申请材料
城乡居民基本养老保险参保登记,城乡居民基本养老保险的申请渠道,城乡居民基本养老保险的申请渠道
城乡居民基本养老保险参保登记,城乡居民基本养老保险的申请流程,城乡居民基本养老保险的申请流程
城乡居民基本养老保险参保登记,start城乡居民基本养老保险参保登记,城乡居民基本养老保险参保登记
城乡居民基本养老保险参保登记,城乡居民基本养老保险的参保条件,城乡居民基本养老保险的参保条件
城乡居民基本养老保险困难群体参保登记或变更,参保登记（变更）流程,城乡居民基本养老保险困难群体参保登记或变更流程
城乡居民基本养老保险困难群体参保登记或变更,start居民养老困难群体参保登记或变更,城乡居民基本养老保险困难群体参保登记或变更
城乡居民基本养老保险困难群体参保登记或变更,包含对象,城乡居民基本养老保险困难群体包含对象
城乡居民基本养老保险困难群体参保登记或变更,缴费规定,城乡居民基本养老保险困难群体缴费规定
城乡居民基本养老保险待遇申领,申领标准,城乡居民基本养老保险待遇的申领标准
城乡居民基本养老保险待遇申领,申领渠道,城乡居民基本养老保险待遇的申领渠道
城乡居民基本养老保险待遇申领,申领条件,城乡居民基本养老保险待遇的申领条件
城乡居民基本养老保险待遇申领,申领材料,城乡居民基本养老保险待遇申领材料
城乡居民基本养老保险待遇申领,start城乡居民基本养老保险待遇申领,城乡居民基本养老保险待遇申领
城乡居民基本养老保险注销登记,start城乡居民基本养老保险注销登记,城乡居民基本养老保险注销登记
城乡居民基本养老保险注销登记,申请流程,城乡居民基本养老保险注销登记的申请流程
城乡居民基本养老保险注销登记,申请条件,城乡居民基本养老保险注销登记的申请条件
城乡居民基本养老保险注销登记,申请材料,城乡居民基本养老保险注销登记的申请材料
城乡居民基本养老保险注销登记,申请渠道,城乡居民基本养老保险注销登记的申请渠道
城乡居民基本养老保险费补缴,缴费对象,符合补缴城乡居民基本养老保险费的缴费对象
城乡居民基本养老保险费补缴,start城乡居民基本养老保险费补缴,城乡居民基本养老保险费补缴
城乡居民基本养老保险费补缴,缴费标准,城乡居民基本养老保险补缴保险费的缴费标准
城乡居民基本养老保险费补缴,start未领取待遇人员入口,未领取待遇人员
城乡居民基本养老保险费补缴,未领取待遇人员,未领取待遇
城乡居民基本养老保险费补缴,缴费渠道,城乡居民基本养老保险补缴保险费的缴费渠道
城乡居民基本养老保险费补缴,已领取待遇人员,已领取待遇人员
培训机构项目制培训补贴,start培训机构项目制培训补贴,培训机构项目制培训补贴
培训机构项目制培训补贴,申请材料,培训机构项目制培训补贴的申请材料
培训机构项目制培训补贴,申请方式,培训机构项目制培训补贴的申请方式
基础性绩效变动核定,start基础性绩效变动核定,事业单位工作人员基础性绩效变动工资核定
基础性绩效变动核定,办理对象,事业单位工作人员基础性绩效变动工资核定办理对象
基础性绩效变动核定,办理条件,事业单位工作人员基础性绩效变动核定办理条件
基础性绩效变动核定,办理流程,事业单位工作人员基础性绩效变动核定办理流程
境外就业对外劳务合作人员技能人员职业资格证书换发,start境外和对外劳务技能人员证书换发,境外就业和对外劳务合作人员技能人员职业资格证书换发
境外就业对外劳务合作人员技能人员职业资格证书换发,职业资格证书换发所需材料,境外就业和对外劳务合作人员技能人员职业资格证书换发所需材料
境外就业对外劳务合作人员技能人员职业资格证书换发,职业资格证书换发条件,境外就业和对外劳务合作人员技能人员职业资格证书换发条件
境外就业对外劳务合作人员技能人员职业资格证书换发,职业资格证书换发方式,境外就业和对外劳务合作人员技能人员职业资格证书换发方式
境外就业对外劳务合作人员技能人员职业资格证书换发,职业资格证书换发时限,境外就业和对外劳务合作人员技能人员职业资格证书换发时限
境外就业对外劳务合作人员技能人员职业资格证书换发,职业资格证书办理机构,境外就业和对外劳务合作人员技能人员职业资格证书办理机构
失业保险关系转移,转出方式,转出方式
失业保险关系转移,转出方式1,失业前所在单位与本人户籍不在同一统筹地区，需要回户籍地享受待遇时的转出方式
失业保险关系转移,转入方式3,参保人员在参加失业保险期间跨统筹地区就业的，以及尚不符合享受失业保险待遇条件的失业人员跨统筹地区迁移户籍时的转入方式
失业保险关系转移,start失业保险转入方式,失业保险转入方式
失业保险关系转移,转入方式1,失业前所在单位与本人户籍不在同一统筹地区，需要回户籍地享受待遇时的转入方式
失业保险关系转移,转入方式2,失业人员在领取失业保险金期间跨统筹地区迁移户籍时的转入方式
失业保险关系转移,start失业保险转出方式,失业保险转出方式
失业保险关系转移,转入方式,转入方式
失业保险关系转移,start失业保险关系转入,失业保险关系转入
失业保险关系转移,转入,失业保险转入
失业保险关系转移,转出,失业保险转出
失业保险关系转移,start失业保险关系转出,失业保险关系转出
失业保险关系转移,失业保险关系转入的情形,失业保险关系转入的情形
失业保险关系转移,失业保险关系转出的情形,失业保险关系转出的情形
失业保险关系转移,转出方式2,失业人员在领取失业保险金期间跨统筹地区迁移户籍时的转出方式
失业保险关系转移,转出时的待遇支付部门,失业前所在单位与本人户籍不在同一统筹地区时，失业保险关系转出时的待遇支付部门
失业保险关系转移,转入后的待遇支付部门,失业前所在单位与本人户籍不在同一统筹地区时，失业保险关系转入后的待遇支付部门
失业保险关系转移,转出方式3,参保人员在参加失业保险期间跨统筹地区就业的，以及尚不符合享受失业保险待遇条件的失业人员跨统筹地区迁移户籍时的转出方式
失业保险关系转移,start失业保险关系转移,失业保险关系转移
失业保险参保职工技能提升补贴申领,适用范围,失业保险参保职工技能提升补贴的适用范围
失业保险参保职工技能提升补贴申领,申领条件,失业保险参保职工技能提升补贴的申领条件
失业保险参保职工技能提升补贴申领,补贴标准,失业保险参保职工技能提升补贴的补贴标准
失业保险参保职工技能提升补贴申领,start失业保险技能提升补贴申领,失业保险参保职工技能提升补贴申领
失业保险待遇给付,start失业保险丧葬补助金和抚恤金申领,失业保险丧葬补助金和抚恤金申领
失业保险待遇给付,失业保险抚恤金申领,失业抚恤金申领
失业保险待遇给付,1+13对应地市抚恤金申领方式,地市名称
失业保险待遇给付,失业保险金的申领条件,失业保险金的申领条件
失业保险待遇给付,失业保险金的申领方式,失业保险金的申领方式
失业保险待遇给付,start失业保险金申领,失业保险金申领
失业保险待遇给付,start失业保险待遇给付,失业保险待遇给付
失业保险待遇给付,失业金申领,失业金申领
失业保险待遇给付,丧葬补助金和抚恤金的申领方式,失业保险丧葬补助金和抚恤金的申领方式
失业保险待遇给付,失业保险金停发的情形,失业保险金停发的情形
失业保险待遇给付,丧葬补助金和抚恤金的关系,失业保险丧葬补助金和抚恤金与基本养老保险丧葬补助金、工伤保险丧葬补助金的关系
失业保险待遇给付,失业保险金的发放标准,失业保险金的发放标准
失业保险待遇给付,失业保险金的领取期限,失业保险金的领取期限
失业保险待遇给付,start1+13失业金申领方式,[t_地市名称]失业保险金的申领方式
失业保险待遇给付,丧葬补助金和抚恤金的申领条件,失业保险丧葬补助金和抚恤金的申领条件
失业保险待遇给付,1+13对应地市失业金申领方式,地市名称
失业保险待遇给付,start1+13抚恤金申领方式,[t_地市名称]失业保险丧葬补助金和抚恤金的申领方式
失业保险稳岗返还申领,失业保险稳岗返还的申领流程,失业保险稳岗返还的申领流程
失业保险稳岗返还申领,失业保险稳岗返还的补贴标准,失业保险稳岗返还的补贴标准
失业保险稳岗返还申领,失业保险稳岗返还的申领条件,失业保险稳岗返还的申领条件
失业保险稳岗返还申领,start失业保险稳岗返还申领,失业保险稳岗返还申领
失业保险稳岗返还申领,失业保险稳岗返还资金的用途,失业保险稳岗返还资金的用途
失业登记办理,失业登记的办理材料,失业登记的办理材料
失业登记办理,失业登记的办理方式,失业登记的办理方式
失业登记办理,失业登记注销的情形,失业登记注销的情形
失业登记办理,失业登记的办理条件,失业登记的办理条件
失业登记办理,失业登记的适用范围,失业登记的适用范围
失业登记办理,start失业登记办理,失业登记办理
安全技能培训,start安全技能培训,安全技能培训
安全技能培训,办理条件,安全技能培训的办理条件
安全技能培训,办理材料,安全技能培训的办理材料
安全技能培训,办理地点,安全技能培训的办理地点
小微企业吸纳高校毕业生社保补贴申领,申领材料,小微企业吸纳高校毕业生社保补贴的申领材料
小微企业吸纳高校毕业生社保补贴申领,1+13对应地市申领方式,地市名称
小微企业吸纳高校毕业生社保补贴申领,补贴标准,小微企业吸纳高校毕业生社保补贴的补贴标准
小微企业吸纳高校毕业生社保补贴申领,申领条件,小微企业吸纳高校毕业生社保补贴的申领条件
小微企业吸纳高校毕业生社保补贴申领,start1+13申领方式,[t_地市名称]小微企业吸纳高校毕业生社保补贴的申领方式
小微企业吸纳高校毕业生社保补贴申领,申领方式,小微企业吸纳高校毕业生社保补贴的申领方式
小微企业吸纳高校毕业生社保补贴申领,start吸纳高校毕业生社保补贴申领,小微企业吸纳高校毕业生社保补贴申领
小微企业吸纳高校毕业生社保补贴申领,补贴期限,小微企业吸纳高校毕业生社保补贴的补贴期限
就业促进处（富民创业担保贷款）,start个人富民创业,个人富民贷
就业促进处（富民创业担保贷款）,start小微企业富民创业,小微企业富民贷
就业促进处（富民创业担保贷款）,个人富民创业担保贷款申请地址,个人富民创业担保贷款申请地址
就业促进处（富民创业担保贷款）,个人富民创业担保贷款重点对象,个人富民创业担保贷款重点支持的服务对象
就业促进处（富民创业担保贷款）,小微企业富民创业担保贷款的材料,小微企业申请富民创业担保贷款的申请材料
就业促进处（富民创业担保贷款）,个人富民创业担保贷款的申请材料,个人富民创业担保贷款的申请材料
就业促进处（富民创业担保贷款）,小微企业富民创业担保贷款地址,小微企业申请富民创业担保贷款申请地址
就业促进处（富民创业担保贷款）,小微企业富民创业担保贷款,小微企业富民创业担保贷款
就业促进处（富民创业担保贷款）,个人富民创业担保贷款,个人富民创业担保贷款
就业促进处（富民创业担保贷款）,个人富民创业担保贷款适用范围,个人富民创业担保贷款的适用范围
就业促进处（富民创业担保贷款）,start创业贷款,创业贷款
就业促进处（富民创业担保贷款）,个人富民创业担保贷款额度,个人富民创业担保贷款额度
就业促进处（富民创业担保贷款）,个人富民创业担保贷款的申请要求,个人富民创业担保贷款的申请要求
就业促进处（富民创业担保贷款）,小微企业富民创业担保贷款条件,小微企业富民创业担保贷款申请条件
就业困难人员认定,就业困难人员认定的申请材料,就业困难人员认定的申请材料
就业困难人员认定,就业困难人员认定的申请方式,就业困难人员认定的申请方式
就业困难人员认定,1+13对应地市申请方式,地市名称
就业困难人员认定,start就业困难人员认定,就业困难人员认定
就业困难人员认定,就业困难人员注销的情形,就业困难人员注销的情形
就业困难人员认定,就业困难人员认定的适用范围,就业困难人员认定的适用范围
就业困难人员认定,start1+13申请方式," [t_地市名称]就业困难人员认定的申请方式"
就业技能培训,就业技能培训的适用范围,就业技能培训的适用范围
就业技能培训,就业技能培训报名的申请方式,就业技能培训报名的申请方式
就业技能培训,start就业技能培训的办理,就业技能培训的办理
就业技能培训,个人就业技能培训补贴的申请方式,个人就业技能培训补贴的申请方式
就业技能培训,就业技能培训报名的申请材料,就业技能培训报名的申请材料
就业技能培训,就业技能培训开班备案的申请方式,就业技能培训开班备案的申请方式
就业技能培训,就业技能培训办理,就业技能培训办理
就业技能培训,就业技能培训办理的补贴标准,就业技能培训办理的补贴标准
就业技能培训,就业技能培训开班备案的申请流程,就业技能培训开班备案的申请流程
就业技能培训,start就业技能培训的报名,就业技能培训的报名
就业技能培训,就业技能培训报名,就业技能培训报名
就业技能培训,就业技能培训补贴的申请流程,培训机构就业技能培训补贴的申请流程
就业技能培训,生活费补助的申请条件,个人就业技能培训生活费补助的申请条件
就业技能培训,就业技能培训报名的申请流程,就业技能培训报名的申请流程
就业技能培训,start就业技能培训,就业技能培训
就业技能培训,就业技能培训开班备案,就业技能培训开班备案
就业技能培训,就业技能培训开班备案的申请材料,就业技能培训开班备案的申请材料
就业技能培训,start就业技能培训的开班备案,就业技能培训的开班备案
就业服务社会组织就业创业服务补助申领,start1+13申领方式,[t_地市名称]就业服务社会组织就业创业服务补助的申领方式
就业服务社会组织就业创业服务补助申领,申领方式,就业服务社会组织就业创业服务补助的申领方式
就业服务社会组织就业创业服务补助申领,1+13对应地市申领方式,地市名称
就业服务社会组织就业创业服务补助申领,申领条件,就业服务社会组织就业创业服务补助的申领条件
就业服务社会组织就业创业服务补助申领,start就业创业服务补助申领,就业服务社会组织就业创业服务补助申领
就业见习基地申报,就业见习基地申报流程,就业见习基地申报流程
就业见习基地申报,就业见习基地申报条件,就业见习基地申报条件
就业见习基地申报,start就业见习基地申报,就业见习基地申报
就业见习基地申报,就业见习基地申报材料,就业见习基地申报材料
就业见习基地申报,就业见习基地申报对象,就业见习基地申报对象
就业见习岗位发布,就业见习岗位发布的办理条件,就业见习岗位发布的办理条件
就业见习岗位发布,就业见习岗位发布的办理材料,就业见习岗位发布的办理材料
就业见习岗位发布,start就业见习岗位发布,就业见习岗位发布
就业见习岗位发布,就业见习岗位发布的办理对象,就业见习岗位发布的办理对象
就业见习岗位发布,就业见习岗位发布的办理流程,就业见习岗位发布的办理流程
就业见习补贴申领,就业见习补贴的申领流程,就业见习补贴的申领流程
就业见习补贴申领,start就业见习补贴申领,就业见习补贴申领
就业见习补贴申领,就业见习补贴的申领对象,就业见习补贴的申领对象
就业见习补贴申领,就业见习补贴的发放标准,就业见习补贴的发放标准
就业见习补贴申领,就业见习补贴的申领材料,就业见习补贴的申领材料
岗位技能提升培训,start岗位技能提升培训,岗位技能提升培训 
岗位技能提升培训,办理地点,岗位技能提升培训办理地点
岗位技能提升培训,办理材料,岗位技能提升培训办理材料
岗位技能提升培训,办理条件,岗位技能提升培训办理条件
工伤停工留薪期延长确认,start工伤停工留薪期延长确认,工伤停工留薪期延长确认
工伤停工留薪期延长确认,申请条件,延长停工留薪期的申请条件
工伤停工留薪期延长确认,申请材料,延长停工留薪期的申请材料
工伤停工留薪期延长确认,工资待遇,停工留薪期间的工资待遇
工伤劳动能力复查鉴定,start工伤劳动能力复查鉴定,工伤劳动能力复查鉴定
工伤劳动能力复查鉴定,工伤劳动能力复查鉴定的情形,工伤劳动能力复查鉴定的情形
工伤劳动能力复查鉴定,申请部门,工伤劳动能力复查鉴定的申请部门
工伤劳动能力复查鉴定,申请材料,工伤劳动能力复查鉴定的申请材料
工伤劳动能力复查鉴定,申请条件,复查鉴定申请条件
工伤劳动能力复查鉴定,允许受理条件,允许受理条件
工伤劳动能力复查鉴定,不予受理条件,不予受理条件
工伤劳动能力复查鉴定,start申请条件入口,工伤劳动能力复查鉴定的申请条件
工伤康复,start工伤康复,工伤康复
工伤康复,工伤康复期的待遇,工伤康复期的待遇
工伤康复,工伤康复的办理流程,工伤康复的办理流程
工伤康复,工伤康复费用的支付,康复费用支付
工伤康复,应当接受工伤康复的情形,接受工伤康复服务的情形
工伤康复,基金支付的条件,基金支付的条件
工伤康复,基金不予支付的情形,基金不予支付的情形
工伤康复,start工伤康复费用的支付入口,工伤康复费用的支付
工伤认定,工伤认定的申请渠道,工伤认定的申请渠道
工伤认定,start工伤认定,工伤认定
工伤认定,工伤认定的申请流程,工伤认定的申请流程
工伤认定,工伤认定的申请部门,工伤认定的申请部门
工伤认定,认定工伤的情形,认定工伤的情形
工伤认定,视同工伤的情形,视同工伤的情形
工伤认定,start工伤认定的情形入口,工伤认定的情形
工伤认定,start工伤认定的办理入口,工伤认定的办理
工伤认定,start工伤认定的申请材料入口,工伤认定的申请材料
工伤认定,死亡,职工死亡的材料
工伤认定,暴力伤害,因履行工作职责受到暴力伤害的材料
工伤认定,交通,上下班途中，受到非本人主要责任的交通事故或者城市轨道交通、客运轮渡、火车事故伤害的材料
工伤认定,外出伤害,因工外出期间，由于工作原因受到伤害的材料
工伤认定,下落不明,因工外出期间，发生事故下落不明的，申请因工死亡的材料
工伤认定,突发疾病,在工作时间和工作岗位，突发疾病死亡或者在48小时之内经抢救无效死亡的材料
工伤认定,抢灾救险,在抢险救灾等维护国家利益、公众利益活动中受到伤害的材料
工伤认定,因公负伤,属于因战、因公负伤致残的转业、复员军人，旧伤复发的材料
工伤认定,委托律师,申请人委托律师事务所办理工伤认定的材料
工伤认定,工伤认定的情形,认定的情形
工伤认定,工伤认定的办理,认定的办理
工伤认定,工伤认定的申请材料,认定的申请材料
工伤预防项目申请,start工伤预防项目申请,工伤预防项目申请
工伤预防项目申请,工伤预防项目的内容,工伤预防项目的内容
工伤预防项目申请,申报条件,工伤预防项目的申报条件
工伤预防项目申请,受理部门,工伤预防项目的受理部门
工伤预防项目申请,申请材料,工伤预防项目的申请材料
年度考核合格以上人员薪级晋升核定,start年度考核合格以上薪级晋升核定,事业单位工作人员年度考核合格以上人员薪级晋升核定
年度考核合格以上人员薪级晋升核定,办理流程,事业单位工作人员年度考核合格以上人员薪级晋升核定办理流程
年度考核合格以上人员薪级晋升核定,办理条件,事业单位工作人员年度考核合格以上人员薪级晋升核定办理条件
年度考核合格以上人员薪级晋升核定,办理对象,事业单位工作人员年度考核合格以上人员薪级晋升核定办理对象
年度考核合格以上人员薪级晋升核定,办理材料,事业单位工作人员年度考核合格以上人员薪级晋升核定办理材料
年金基金管理合同备案,办理主体,年金基金管理合同备案申请的办理主体
年金基金管理合同备案,办理方式,年金基金管理合同备案的办理方式
年金基金管理合同备案,审批结果,年金基金管理合同备案的审批结果
年金基金管理合同备案,start年金基金管理合同备案,年金基金管理合同备案
年金基金管理合同备案,办理材料,年金基金管理合同备案的办理材料
技工院校毕业证书验印审核,start技工院校毕业证书验印审核,技工院校毕业证书验印审核
技工院校毕业证书验印审核,start技工院校毕业证书审核地点,技工院校毕业证书审核地点
技工院校毕业证书验印审核,审核材料,技工院校毕业证书验印审核材料
技工院校毕业证书验印审核,验印流程,技工院校毕业证书验印流程
技工院校毕业证书验印审核,高级班,高级班
技工院校毕业证书验印审核,技师班,技师班
技工院校毕业证书验印审核,办理地点,技工院校毕业证书验印的办理地点
技工院校毕业证书验印审核,中级班,中级班
技工院校重点项目申报,技工院校重点项目的申报材料,技工院校重点项目的申报材料
技工院校重点项目申报,start技工院校重点项目申报,技工院校重点项目申报
技工院校重点项目申报,技工院校重点项目的申报流程,技工院校重点项目的申报流程
技工院校重点项目申报,技工院校重点项目申报条件,技工院校重点项目申报条件
技能人员职业资格证书、专项职业能力证书遗失补办,专项职业能力证书的补办,补办专项职业能力证书
技能人员职业资格证书、专项职业能力证书遗失补办,start技能和专项能力证书遗失补办,技能人员职业资格证书、专项职业能力证书遗失补办
技能人员职业资格证书、专项职业能力证书遗失补办,技能人员职业资格证书的补办,技能人员资格证书补办
技能人员职业资格证书、专项职业能力证书遗失补办,start技能人员职业资格证书补办入口,技能人员职业资格证书的补办
技能人员职业资格证书、专项职业能力证书遗失补办,补办技能人员职业资格证书的时限,补办技能人员职业资格证书办理时限
技能人员职业资格证书、专项职业能力证书遗失补办,技能人员职业资格证书的补办方式,技能人员职业资格证书的补办方式
技能人员职业资格证书、专项职业能力证书遗失补办,start专项职业能力证书的补办入口,专项职业能力证书的补办
技能人员职业资格证书、专项职业能力证书遗失补办,技能人员职业资格证书补办情形,技能人员职业资格证书补办情形
技能人员职业资格证书、专项职业能力证书遗失补办,专项职业能力证书补办方式,专项职业能力证书的补办方式
技能人员职业资格证书、专项职业能力证书遗失补办,补办技能人员职业资格证书的材料,补办技能人员职业资格证书的所需材料
技能人员职业资格证书、专项职业能力证书遗失补办,补办专项职业能力证书所需材料,补办专项职业能力证书的所需材料
技能人员职业资格证书、专项职业能力证书遗失补办,补办专项职业能力证书办理时限,补办专项职业能力证书办理时限
投诉事业单位公开招聘违规违纪现象的途径,1+13各地市投诉违纪的途径,地市名称
投诉事业单位公开招聘违规违纪现象的途径,start投诉事业单位公开招聘违规的途径,[t_地市名称]投诉事业单位公开招聘违规违纪现象的途径
招聘会展位预订,办理条件,招聘会展位预订办理条件
招聘会展位预订,办理流程,招聘会展位预订办理流程
招聘会展位预订,办理材料,招聘会展位预订办理材料
招聘会展位预订,办理对象,招聘会展位预订办理对象
招聘会展位预订,start招聘会展位预订,招聘会展位预订
授权人力资源服务组织从事人事代理业务,start授权组织从事人事代理业务,授权人力资源服务（人才中介服务）组织从事人事代理业务
授权人力资源服务组织从事人事代理业务,受理范围,授权人力资源服务（人才中介服务）组织从事人事代理业务受理范围
授权人力资源服务组织从事人事代理业务,所需材料,授权人力资源服务（人才中介服务）组织从事人事代理业务所需材料
授权人力资源服务组织从事人事代理业务,审批部门,授权人力资源服务（人才中介服务）组织从事人事代理业务审批部门
授权人力资源服务组织从事人事代理业务,办结时限,授权人力资源服务（人才中介服务）组织从事人事代理业务办结时限
授权人力资源服务组织从事人事代理业务,收费标准,授权人力资源服务（人才中介服务）组织从事人事代理业务收费标准
授权人力资源服务组织从事人事代理业务,审批结果查询方式,授权人力资源服务（人才中介服务）组织从事人事代理业务审批结果查询方式
支持重点群体创业就业税收政策,start支持重点群体创业就业税收政策,支持重点群体创业就业税收政策
支持重点群体创业就业税收政策,企业吸纳重点群体就业税收政策,企业吸纳重点群体申请就业享受税收政策
支持重点群体创业就业税收政策,重点群体个体经营享受税收政策,重点群体个体经营享受税收政策申请
支持重点群体创业就业税收政策,企业就业税收政策办理条件,企业吸纳重点群体就业税收政策的办理条件
支持重点群体创业就业税收政策,企业就业税收政策办理材料,企业吸纳重点群体就业税收政策的办理材料
支持重点群体创业就业税收政策,企业就业税收政策办理地址,申请企业吸纳重点群体就业税收政策办理地址
支持重点群体创业就业税收政策,企业就业税收政策补贴标准,申请企业吸纳重点群体就业税收政策的补贴标准
支持重点群体创业就业税收政策,个体经营税收优惠政策办理条件,重点群体个体经营申请税收优惠政策的办理条件
支持重点群体创业就业税收政策,个体经营税收政策办理地址,申请重点群体个体经营税收政策办理地址
支持重点群体创业就业税收政策,个体经营税收政策的优惠标准,申请重点群体个体经营税收政策的优惠标准
支持重点群体创业就业税收政策,个体经营税收政策的办理材料,重点群体申请个体经营税收政策的办理材料
支持重点群体创业就业税收政策,start企业吸纳重点群体就业税收,企业吸纳重点群体就业
支持重点群体创业就业税收政策,start重点群体个体经营税收政策,重点群体个体经营税收政策
新型学徒制培训实施要求,start新型学徒制培训实施要求,新型学徒制培训实施要求
新型学徒制培训实施要求,师资安排,新型学徒制培训师资安排实施要求
新型学徒制培训实施要求,培训组班,新型学徒制培训培训班组实施要求
新型学徒制培训实施要求,课程设置,新型学徒制培训课程设置实施要求
新型学徒制培训实施要求,培训学制,新型学徒制培训培训学制实施要求
新型学徒制培训实施要求,方案制定,新型学徒制培训方案制定实施要求
新型学徒制培训实施要求,培训资料,新型学徒制培训培训资料实施要求
新型学徒制培训实施要求,全部要求,全部要求
新型学徒制培训考核评价要求,start新型学徒制培训考核评价要求,新型学徒制培训考核评价要求
新型学徒制培训考核评价要求,评价内容,新型学徒制培训考核评价内容
新型学徒制培训考核评价要求,评价结果认定,新型学徒制培训考核评价结果认定
新型学徒制培训考核评价要求,评价方式,新型学徒制培训考核评价方式
新型学徒制培训考核评价要求,学徒培训合格,学徒培训合格
新型学徒制培训考核评价要求,技工院校毕业证书,技工院校毕业证书
新型学徒制培训考核评价要求,start新型学徒制培训考核评价结果认定,新型学徒制培训考核评价结果
新录用（聘用）人员工资核定,办理材料,事业单位新录用（聘用）人员工资核定办理材料
新录用（聘用）人员工资核定,办理流程,事业单位新录用（聘用）人员工资核定办理流程
新录用（聘用）人员工资核定,办理对象,事业单位新录用（聘用）人员工资核定办理对象
新录用（聘用）人员工资核定,办理条件,事业单位新录用（聘用）人员工资核定办理条件
新录用（聘用）人员工资核定,start新录用（聘用）人员工资核定,事业单位新录用（聘用）人员工资核定
机关事业单位工勤人员技师考评,申报技师的材料,机关事业单位工勤人员申报技师的材料
机关事业单位工勤人员技师考评,未通过事业单位工勤人员申报方式,未通过事业单位工勤人员申报方式
机关事业单位工勤人员技师考评,start工勤人员技师申报入口,机关事业单位工勤人员技师申报
机关事业单位工勤人员技师考评,技师选拔考试结果,机关事业单位工勤人员技师选拔考试结果
机关事业单位工勤人员技师考评,技师选拔考试时间,机关事业单位工勤人员技师选拔考试时间
机关事业单位工勤人员技师考评,机关事业单位工勤人员技师申报,机关事业单位工勤人员技师申报
机关事业单位工勤人员技师考评,start机关事业单位工勤人员技师考评,机关事业单位工勤人员技师考评
机关事业单位工勤人员技师考评,破格申报技师的条件,机关事业单位工勤人员破格申报技师的条件
机关事业单位工勤人员技师考评,申报技师起止时间,机关事业单位工勤人员申报技师起止时间
机关事业单位工勤人员技师考评,转岗人员申报技师的考评方式,转岗人员申报机关事业单位工勤人员技师的考评方式
机关事业单位工勤人员技师考评,申报技师论文的要求,机关事业单位工勤人员申报技师论文的要求
机关事业单位工勤人员技师考评,技师考评结果,机关事业单位工勤人员技师考评结果
机关事业单位工勤人员技师考评,申报技师的条件,机关事业单位工勤人员申报技师的条件
